res,Hh_norm,H_norm
0.6424077344346495,5.310701440174429,5.778918373147286
0.26317359238256355,5.7767886558412975,5.801601352533679
0.2276434514259469,5.800414798649448,5.8248892069448255
0.20204758569519848,5.823951622227732,5.847265468884088
0.18415032549434726,5.8466013500431195,5.870130811354766
0.1673771825528661,5.869571648589813,5.892081151125951
0.15271489802737045,5.891598737532956,5.9121789351449925
0.14194410186731518,5.911812371365952,5.931701298897097
0.1328678265684909,5.931379159236293,5.950835550467135
0.12418904209364856,5.950563251859154,5.969576773827273
0.11678350074154568,5.969343933967802,5.987977848486192
0.11046036998988072,5.987779370061797,6.006174088638797
0.10502807987205065,6.005999112304684,6.023915250875921
0.1000133094450702,6.023751808293866,6.04093084224385
0.09467700313939485,6.040776319741719,6.056773952634883
0.0899732285158927,6.056633000398466,6.071898658858977
0.08517956179586943,6.071771388402879,6.08608355153307
0.08131774804873855,6.08597247000556,6.09957581396423
0.07795974709752575,6.099481293804844,6.112927426352905
0.07509903216958304,6.112844639142276,6.1263044161877875
0.07240718517246955,6.126228029314093,6.139652133448274
0.06932663083509887,6.139574215322454,6.152426360547938
0.06623099249138992,6.152345224922635,6.164086771869346
0.06345480332139307,6.164009816071666,6.174785560244661
0.06089706217239036,6.174721868203172,6.18503373825887
0.058532729162727,6.18498039480333,6.194976390615832
0.056333529869515536,6.194927416770153,6.204524700582525
0.05448880650970336,6.204481398127873,6.213919302860339
0.052856732905579844,6.213878982921665,6.223161211306604
0.05119817681396485,6.223121794407698,6.2320804990294345
0.0497030823958354,6.232042227750951,6.2407420942009715
0.04832220470634912,6.24070662235009,6.249254479745562
0.047082070191554984,6.249220696344278,6.257530363424691
0.04591448495106136,6.257498517145979,6.265571039239686
0.04450062786605192,6.265540435185407,6.273273457470183
0.04346521388072434,6.273246500748552,6.280933282325211
0.04257735199125997,6.280908698619375,6.288568366507862
0.041377839436316746,6.288545029413109,6.296036344154501
0.04001079166712231,6.296012488212862,6.303230497870276
0.03877268964971759,6.303207330563951,6.310205167686627
0.037654819653670964,6.3101832625990895,6.316807365183769
0.036722070117610604,6.316786223309925,6.323071310288435
0.035861316639291235,6.323051174659878,6.329120019475765
0.03493963351039688,6.329099981231217,6.3348220405133775
0.03401720266670527,6.334802909016791,6.340218423608239
0.033267809399495724,6.340200831917088,6.345468810044498
0.03258935998109943,6.345453153545187,6.350742611115701
0.031882087475286244,6.35072741556944,6.355995122388045
0.031249114206499,6.355979870300495,6.361160393605621
0.03034383405365019,6.361145759338078,6.36631064819054
0.029678211860265657,6.3662974471726645,6.371475792922423
0.028967836409041027,6.371463425559682,6.376546536989422
0.028320476291994197,6.376534910739145,6.381407822222775
0.02769852855156547,6.381396907148259,6.386084216464436
0.027148957748601703,6.386072992022956,6.390532206725464
0.02664671605682881,6.390521231601098,6.394856686689481
0.026112006415260108,6.394845818849573,6.399027438706492
0.025675536140867605,6.399016609205341,6.403092927572789
0.025251556193267757,6.403082330393461,6.4071087356325975
0.024735070733747196,6.407098220544655,6.4110169835366815
0.024272378965646508,6.411006930073459,6.414781299086337
0.023832763601330336,6.414771859230331,6.418423370462571
0.023458549322182845,6.418414707338137,6.421953802953623
0.023006729842845314,6.421945242482192,6.425363254136509
0.022606504221627154,6.425355182441214,6.428695229884438
0.022250679721312557,6.42868701601851,6.43190500930739
0.021892623058167648,6.431896803464341,6.435023701088617
0.021542860243797413,6.435015722994016,6.438042451626112
0.021229214177468075,6.4380349297400885,6.4409953033051615
0.02083832668454341,6.4409881694331235,6.44388224135974
0.02046329221318104,6.443875115801306,6.4467100304231
0.020156307031855208,6.446703089176788,6.449557156391553
0.019890126332334356,6.449550497337994,6.45241618534183
0.019610956915034058,6.4524098220223,6.455264201571673
0.019346964434608663,6.455258313837185,6.4581250461809345
0.019073991185441203,6.458119611340138,6.460978550159414
0.018766307034517243,6.460973191833315,6.463797736589577
0.018529119722496025,6.463792403434087,6.466607583563467
0.018305025045883633,6.466602161895065,6.469406592724551
0.01805362691765651,6.469400951713721,6.472166830849714
0.01777719996478362,6.472161033231935,6.474862461161032
0.017454101850053055,6.474856836720429,6.477485394848213
0.017160218197255342,6.477479848150047,6.479987039109417
0.016907211510689007,6.479981838437142,6.482445954663384
0.016578816128366158,6.482441480195932,6.484851779510162
0.016344090488150272,6.484847995008427,6.4872662315542255
0.016087256962579358,6.487262648701768,6.489646428371315
0.015854726970159865,6.48964290345366,6.4919920011492
0.01562055883429704,6.491988429514131,6.494282230175506
0.015376295488831166,6.494278498220552,6.496487515369573
0.015158830916873738,6.496483881690939,6.498657779621985
0.014889119874470912,6.498654266231258,6.500772882996497
0.014688280073509516,6.500769493256288,6.5028652513073775
0.014530561191976035,6.5028619262320815,6.50497304989253
0.014375426705650859,6.504969746365999,6.507065810256503
0.01416364917391004,6.507062479645938,6.509111674583693
0.013965515255308397,6.509108384372195,6.511112184595698
0.013764024641559644,6.5111089932896276,6.513073462273628
0.013563532284312596,6.513070227303659,6.514963966868479
