res,H_norm_0,H_norm_1,time
13.993707253605212,1.2201367e7,46653.70574959801,3.861999988555908
7.377307832180583,1.2214796e7,44849.80936808773,5.179999828338623
5.383263384905139,1.2202861e7,43232.728623991396,6.622999906539917
4.255713777904831,1.218953e7,42437.944763737934,8.194999933242798
3.5231935568811514,1.2175762e7,41860.861687695826,9.699999809265137
3.0089721384996078,1.2162714e7,41390.439897942226,11.004999876022339
2.6259857903951502,1.214847e7,41006.56869378983,12.583999872207642
2.328718148267118,1.2133747e7,40694.636771814694,14.128999948501587
2.0907264669073866,1.2119141e7,40436.27878101846,15.435999870300293
1.897134254867081,1.2104559e7,40220.291232126605,16.759999990463257
1.7356694978178846,1.2088297e7,40038.06043601729,18.050999879837036
1.5979785896750724,1.2073684e7,39883.93119045534,19.10199999809265
1.4787045086343438,1.2057415e7,39750.67553329758,20.4469997882843
1.3752599911543582,1.2042089e7,39633.80039157641,21.918999910354614
1.2846228562043236,1.2027184e7,39529.74366127042,23.48799991607666
1.205073185078045,1.2012488e7,39437.83618408149,25.08199977874756
1.1343871757146706,1.1996503e7,39356.38198346113,26.310999870300293
1.070718233820079,1.1980572e7,39283.12540465374,27.704999923706055
1.0128866755306332,1.1963736e7,39216.31809071749,29.145999908447266
0.9603955027646714,1.1949868e7,39155.50519318407,30.57099986076355
0.9125152303142219,1.1932619e7,39099.59204009592,31.688999891281128
0.8688978775396906,1.1918526e7,39048.58476491589,33.115999937057495
0.8288425236984346,1.1902238e7,39001.69675685288,34.47199988365173
0.7921376544749685,1.1885705e7,38958.59675029962,35.83299994468689
0.7581037274463096,1.1872064e7,38918.82721695536,37.00999999046326
0.7265649904355622,1.1855055e7,38882.089923458014,38.55199980735779
0.697043842251304,1.1837125e7,38848.0350533892,40.21599984169006
0.6693164071455349,1.1821084e7,38816.40417202159,41.632999897003174
0.6432034599792614,1.1804815e7,38786.775136084936,42.71299982070923
0.6187414678038369,1.1788235e7,38758.95916915804,44.032999992370605
0.5957532066917005,1.1772111e7,38732.362867993856,45.293999910354614
0.5743872190029732,1.1754476e7,38707.300829038155,46.56699991226196
0.5544270223583443,1.1735736e7,38683.97927083559,47.650999784469604
0.5355692816221187,1.1718929e7,38662.07429873616,48.9779999256134
0.5178159593655756,1.1701998e7,38641.33708119043,50.29199981689453
0.50109821280327,1.1686279e7,38621.97529249334,51.71999979019165
0.4852560386443059,1.1667501e7,38603.4557257745,52.81599998474121
0.4702014309223603,1.164922e7,38585.7148547379,54.103999853134155
0.4559253762779242,1.1631883e7,38568.91861065196,55.41199994087219
0.4423262598964403,1.161344e7,38552.910040299685,56.71999979019165
0.4294571605276931,1.1597267e7,38537.7373187282,58.36399984359741
0.4173081116108359,1.1576934e7,38523.20187470538,59.61999988555908
0.40571284563978477,1.1557955e7,38509.24470270234,60.954999923706055
0.3947075038334857,1.15394e7,38496.12588439624,62.21199989318848
0.38411397119901286,1.1520142e7,38483.74926775672,63.48599982261658
0.373762456571863,1.1502293e7,38472.036439090814,64.64800000190735
0.36376722119299953,1.1482585e7,38460.63912166156,66.32799983024597
0.3542732422709979,1.1463883e7,38449.71884344853,67.80999994277954
0.34521827891033996,1.144496e7,38439.19607363201,69.17999982833862
0.33666966551127114,1.1427051e7,38429.13462391494,70.38599991798401
0.3284418445279601,1.1405619e7,38419.410005587975,71.95099997520447
0.3205055637024335,1.1386076e7,38410.16730883934,73.34099984169006
0.3127950137229877,1.1365575e7,38401.171024834475,75.08599996566772
0.3054892835790155,1.1345254e7,38392.54946821396,76.2739999294281
0.29845583685630933,1.1326879e7,38384.27955603289,77.83199977874756
0.291654837468604,1.1306298e7,38376.34239148585,79.4359998703003
0.28509557022590004,1.1286872e7,38368.70985927944,80.57999992370605
0.2787985839276641,1.1266395e7,38361.352476167194,82.02199983596802
0.2728006431679447,1.1246826e7,38354.23585251058,83.4079999923706
0.26702193326251794,1.1225048e7,38347.36828216692,84.71799993515015
0.26145104713116946,1.1206556e7,38340.829548120506,85.78199982643127
0.25605551853264236,1.118573e7,38334.564787538024,87.08899998664856
0.25078290531964476,1.1164e7,38328.45743769338,88.3659999370575
0.2457268058459508,1.1143089e7,38322.53323678292,89.74699997901917
0.24090084765841763,1.1122379e7,38316.76053480028,91.0699999332428
0.2362279562589998,1.1099808e7,38311.14802036202,92.16499996185303
0.23170702129672294,1.1079853e7,38305.738685891134,93.48499989509583
0.2273139575034614,1.1057359e7,38300.5311827148,94.78999996185303
0.22302466578318753,1.1035773e7,38295.443888907175,96.10199999809265
0.21887026115724637,1.1014759e7,38290.5047644344,97.41799998283386
