pri_res,dual_res,H_norm_0,H_norm_1,time
18.09346201995953,1.5834852100597872e-11,1.2201367e7,46653.70574959801,6.886999845504761
9.810804458861337,1.2871827079211379e-11,1.2214796e7,44849.80936808773,10.073999881744385
7.09851703377881,1.289994374687245e-11,1.2202861e7,43232.728623991396,12.898000001907349
5.479178085966716,1.3074345006087863e-11,1.218953e7,42437.944763737934,16.18999981880188
4.464095288886611,1.3241336740379762e-11,1.2175762e7,41860.861687695826,19.23099994659424
3.772679171268486,1.3403737562310625e-11,1.2162714e7,41390.439897942226,22.35099983215332
3.268915134576541,1.3562228897728163e-11,1.214847e7,41006.56869378983,25.292999982833862
2.885176856132415,1.3706090628597155e-11,1.2133747e7,40694.636771814694,28.144999980926514
2.5824447321875064,1.3830714260613132e-11,1.2119141e7,40436.27878101846,30.55999994277954
2.3376797932722098,1.3945545614925988e-11,1.2104559e7,40220.291232126605,32.98799991607666
2.1341921383896247,1.4049507158733484e-11,1.2088297e7,40038.06043601729,35.342000007629395
1.9617556401764422,1.4143945390773634e-11,1.2073684e7,39883.93119045534,37.694000005722046
1.8141879324576786,1.4229395108176875e-11,1.2057415e7,39750.67553329758,40.08099985122681
1.6874348396649277,1.4310419761714799e-11,1.2042089e7,39633.80039157641,42.723999977111816
1.5761964850339207,1.4382497163641724e-11,1.2027184e7,39529.74366127042,45.162999868392944
1.477782707173375,1.4444162807321424e-11,1.2012488e7,39437.83618408149,47.53599977493286
1.3903207755971052,1.4507509360118035e-11,1.1996503e7,39356.38198346113,49.88799977302551
1.3121849715439196,1.4563228787070966e-11,1.1980572e7,39283.12540465374,52.222999811172485
1.2410944416230452,1.4614638606818864e-11,1.1963736e7,39216.31809071749,54.56099987030029
1.177053011221905,1.4664175140022062e-11,1.1949868e7,39155.50519318407,57.2739999294281
1.1184698059575358,1.47124902344711e-11,1.1932619e7,39099.59204009592,59.812999963760376
1.064372174586748,1.4753024860717434e-11,1.1918526e7,39048.58476491589,62.49199986457825
1.0151725700885528,1.4793457235898728e-11,1.1902238e7,39001.69675685288,65.0609998703003
0.9703054284332082,1.4830380650614567e-11,1.1885705e7,38958.59675029962,67.64499998092651
0.9292378189876486,1.4867730937157875e-11,1.1872064e7,38918.82721695536,70.2889997959137
0.8912754853242364,1.4903333482318853e-11,1.1855055e7,38882.089923458014,72.8349997997284
0.8555573302005584,1.4933330583555346e-11,1.1837125e7,38848.0350533892,75.59099984169006
0.8223540338486255,1.4960353134092597e-11,1.1821084e7,38816.40417202159,77.9909999370575
0.7915133425147042,1.4990833756251983e-11,1.1804815e7,38786.775136084936,80.41999983787537
0.7620789119804057,1.501876513598016e-11,1.1788235e7,38758.95916915804,82.8199999332428
0.7339780548924122,1.5045919764422205e-11,1.1772111e7,38732.362867993856,85.26299977302551
0.7076575477102397,1.5068096872575947e-11,1.1754476e7,38707.300829038155,87.64599990844727
0.6828759115478765,1.5094190444353488e-11,1.1735736e7,38683.97927083559,90.01599979400635
0.6597867407778832,1.5117660131198944e-11,1.1718929e7,38662.07429873616,92.66699981689453
0.6382297981566497,1.5137614167802164e-11,1.1701998e7,38641.33708119043,95.11299991607666
0.618030532263217,1.515802067087338e-11,1.1686279e7,38621.97529249334,97.79199981689453
