pri_res,dual_res,H_norm_0,H_norm_1,time
39.1942505317949,8.841901136368246,1.1204577e7,47656.65689150685,7.516999959945679
34.361110182606495,20.217820443788778,1.2094578e7,48452.495513158494,9.053999900817871
30.034897449298793,20.23620074604662,1.2228896e7,51732.56632866536,10.087999820709229
26.962372815308544,16.64041883072307,1.2248448e7,53004.336956642685,11.526999950408936
24.481701398232815,13.850332056316455,1.2251793e7,52296.8762042695,12.832000017166138
22.440219105795837,12.056032294428613,1.2250283e7,51063.5805826094,14.15999984741211
20.76067685759101,10.689687624178855,1.2247696e7,49934.320976361836,15.5
19.38419897520319,9.4530673143964,1.224543e7,49031.71582660265,16.896999835968018
18.21536427069058,8.421965718143873,1.2243781e7,48310.06555497727,18.299000024795532
17.207900686880564,7.555089593642711,1.2241047e7,47720.45356576138,19.527999877929688
16.330043246140598,6.817811775752892,1.223932e7,47218.50729377748,20.901000022888184
15.553813582094346,6.2170585406864705,1.2237529e7,46790.60369621747,21.935999870300293
14.86044852626602,5.719661243151853,1.2236201e7,46418.01208252522,23.313999891281128
14.234793877022803,5.27113275390184,1.223393e7,46089.25769016163,24.450999975204468
13.672084415516727,4.880791433841163,1.2232896e7,45792.835707083395,25.738999843597412
13.16147749692373,4.547429099970969,1.223061e7,45523.561729841706,26.79699993133545
12.688950264524168,4.275631228227677,1.2229164e7,45279.545456578315,28.02999997138977
12.25390121458925,4.047427023123613,1.2227835e7,45060.1454106817,29.05299997329712
11.853557274348809,3.8466163483523026,1.2225917e7,44860.041798211576,30.35599994659424
11.47945969882149,3.6664026442891293,1.2223706e7,44673.75699491607,31.557999849319458
11.129992443264296,3.503669564520014,1.2222621e7,44499.8248566664,32.82799983024597
10.806429561672882,3.324430216821275,1.2221349e7,44339.660587533246,33.98899984359741
10.501902392486924,3.166620148261466,1.2220125e7,44193.24468390879,35.33399987220764
10.216187780203418,3.0210843621868797,1.2218395e7,44060.2998904336,36.35899996757507
9.947847706879191,2.8847905955624924,1.2216776e7,43938.35618334004,37.64699983596802
9.69244991993208,2.7736962464184782,1.221524e7,43819.40604947231,38.69700002670288
9.45251457034212,2.670407488830666,1.2214845e7,43712.191261676206,39.93400001525879
9.224960909064356,2.581941517024671,1.2213309e7,43609.862840558126,41.04199981689453
9.009939678648085,2.49432008374813,1.2212015e7,43514.07473317001,42.51799988746643
8.804712169765951,2.417574069161446,1.2210514e7,43423.9105887723,43.65299987792969
8.609273849481456,2.343203098230934,1.2209409e7,43340.64463110358,44.942999839782715
8.42272116118715,2.266412468935571,1.2208436e7,43260.42402007012,45.93299984931946
8.243423575648224,2.1950070492571205,1.2206822e7,43184.90499757555,47.14800000190735
8.073334347283053,2.121960408784159,1.220507e7,43113.91454046504,48.067999839782715
7.909910638803014,2.0516194751709147,1.2204518e7,43045.289898722665,49.11899995803833
7.753746233524239,1.9836896589904407,1.2203373e7,42980.80373040891,50.08200001716614
7.605469957430626,1.909845906544109,1.2202224e7,42918.97538713398,51.121999979019165
7.463105952638517,1.8397442232595809,1.2201056e7,42861.593657803234,52.03600001335144
7.326184288390343,1.7809876907640154,1.2199385e7,42807.3708686684,53.05999994277954
7.192842075133158,1.730881330825492,1.2198655e7,42756.77957955292,53.937000036239624
7.063721418152066,1.692803480191689,1.2197829e7,42706.14203322858,54.95799994468689
6.940407397420781,1.6498671426031226,1.2196375e7,42659.01865789999,55.86500000953674
6.823101818062754,1.6052058214568712,1.2195445e7,42614.229998009745,56.901999950408936
6.709129824681126,1.5650886501945709,1.2194686e7,42570.53576469102,57.7979998588562
6.598362396205127,1.5376363626627054,1.219364e7,42527.3432435311,58.89699983596802
6.4904126439579395,1.5089612975461506,1.2192362e7,42487.02343963949,59.82099986076355
6.385541007835952,1.483542669106707,1.2191562e7,42448.607131517994,60.925999879837036
6.2856233316407035,1.450076075465712,1.2190805e7,42411.80678225904,61.94999980926514
6.189128904649095,1.4173913926279322,1.2189226e7,42376.37587508535,63.067999839782715
6.09536917867904,1.3891477588854124,1.2188512e7,42342.016821370366,64.01799988746643
6.004834466127881,1.3577544041756748,1.2187705e7,42310.0978689256,65.28799986839294
5.916293769870418,1.3319739190437978,1.218726e7,42279.00801629713,66.56900000572205
5.830087508660868,1.307038543932685,1.2185332e7,42248.68236930147,67.95199990272522
5.747503392489151,1.2796813280165313,1.2184347e7,42218.53579661681,69.1859998703003
5.666524092898427,1.2545369636512664,1.2183719e7,42189.49518772346,70.73199987411499
5.587585294962922,1.2344261954460565,1.2183005e7,42162.11336269501,72.11199998855591
5.510919318283328,1.2137252236406642,1.2181808e7,42136.08917107681,73.75599980354309
5.436079381231597,1.1924546570455066,1.2181315e7,42110.62106576986,74.82499980926514
5.36395557111229,1.1686574606493674,1.2180659e7,42086.22000262658,76.05299997329712
5.29357039555996,1.1455159387501255,1.2179386e7,42062.62498981883,77.08399987220764
5.224683034259655,1.1249821941460274,1.2179241e7,42039.94386950323,78.3899998664856
5.157900097715698,1.1074483450345376,1.2177087e7,42017.7887972426,79.4670000076294
5.092950030454229,1.088788306355738,1.2177083e7,41996.51374488464,80.7739999294281
5.028867574249657,1.0766248927181685,1.2176293e7,41975.310087728714,81.90999984741211
4.966915191738333,1.0583731497731588,1.217514e7,41954.67467852582,83.30299997329712
4.906128040489094,1.0409192282448838,1.2174527e7,41935.770385977805,84.45799994468689
4.846948745091339,1.0246538327136068,1.21731e7,41916.7745069968,85.75699996948242
4.788823341430335,1.0160063221752038,1.2173186e7,41898.18077327741,86.76699995994568
4.732733862930445,1.0010506688545977,1.2172319e7,41880.35615604449,88.00899982452393
4.677373631783695,0.9885067620450527,1.217144e7,41862.926778963934,89.10599994659424
4.623501142332756,0.9764994803922052,1.2170085e7,41845.87768289354,90.38399982452393
4.571147368661304,0.9625926459012983,1.2169404e7,41829.58534101219,91.5569999217987
4.519615095980868,0.9488667572823858,1.2168691e7,41814.29478286907,92.85999989509583
4.469529698483705,0.9336189623302408,1.2167679e7,41798.9287292776,93.89599990844727
4.420359728693411,0.9209756257150525,1.2167245e7,41784.52227353028,95.19799995422363
4.372131169715872,0.9088891460415081,1.2166775e7,41770.13991759053,96.39499998092651
4.324810047902893,0.897019642785184,1.21655e7,41755.85653158903,97.70099997520447
4.278888893063558,0.8822968438830887,1.2164849e7,41741.768881576376,98.85199999809265
4.233932234448311,0.8684489015109973,1.2164499e7,41728.61047782415,100.1729998588562
4.189563541552481,0.856552608900434,1.2164082e7,41715.3214971848,101.26899981498718
4.145572887114377,0.8466614874824333,1.2162824e7,41702.30464178111,102.58500003814697
4.102991311576676,0.8350977814537955,1.2161159e7,41689.23210411521,103.61999988555908
4.061262033689104,0.8211290506745038,1.2161654e7,41677.020886128936,104.94099998474121
4.020118980723125,0.8103444369428663,1.2161028e7,41664.95257093625,106.10699987411499
3.979923162107831,0.7992354011197154,1.2159962e7,41653.4559892242,107.4210000038147
3.9407361849070264,0.7876813963292755,1.2158787e7,41641.93749749045,108.57399988174438
3.901758558129434,0.7793952630672332,1.2158334e7,41630.76747638359,110.00799989700317
3.8638859274699118,0.7718792270998618,1.2157769e7,41619.67454932851,111.05099987983704
3.826613238029216,0.7653449813137118,1.215708e7,41608.65792893573,112.31699991226196
3.790242009234836,0.7572539325819034,1.2155898e7,41598.549566163914,113.39299988746643
3.7546162852496985,0.7479547595046204,1.2155157e7,41588.57887229699,114.68299984931946
3.719590130478608,0.7399932282177711,1.2154101e7,41578.52569681372,115.78999996185303
3.6850861806085446,0.7338838560021976,1.2153822e7,41568.6149897777,117.08200001716614
3.6511592839862566,0.7274225921240238,1.2153588e7,41559.13420209636,118.10999989509583
3.6181726681933135,0.719760907542327,1.215227e7,41549.832446740555,119.42699980735779
3.585866567298911,0.7119259677794685,1.2151788e7,41540.724207857485,120.54099988937378
3.5541180379866115,0.703850810691606,1.2151517e7,41531.897565338055,121.80199980735779
3.522759245893424,0.6981969965098447,1.2151157e7,41523.43798814727,122.8659999370575
3.491644078489631,0.6925980492929017,1.2150061e7,41515.2715000623,124.25499987602234
3.4611238476160002,0.6863886606861813,1.2149309e7,41507.25249058908,125.52899980545044
3.4313716140105277,0.6779234928871225,1.2148753e7,41499.257644750796,126.85699987411499
3.4019581086491284,0.6714652874249873,1.2147736e7,41491.32227933269,127.99599981307983
3.3727591552779614,0.6671678444479536,1.2147863e7,41483.847410680624,129.38199996948242
3.3441014074040116,0.6615478338397913,1.2146936e7,41476.07845892666,130.59099984169006
3.3162406891558867,0.6533898971670313,1.2146431e7,41468.536818692235,131.85099983215332
3.2888813086469177,0.645467684491057,1.214529e7,41461.234209158814,132.89699983596802
3.2618758352156885,0.6391067580861994,1.2144947e7,41453.90488621046,134.14399981498718
3.2348759955041393,0.6323906170490938,1.2144224e7,41446.72592320365,135.4210000038147
3.208614324146625,0.6245656705445076,1.214283e7,41440.01175184543,136.93999981880188
3.1829397030923667,0.6155929724331218,1.2143305e7,41433.29972237665,138.27999997138977
3.157501962411142,0.610309015866681,1.2141954e7,41426.56091164955,139.7829999923706
3.1322008880186774,0.6071308733039726,1.2141469e7,41420.015853507735,140.90499997138977
3.1072469163067225,0.6025607791181529,1.2141627e7,41414.10178786051,142.26899981498718
3.0826935503442936,0.597557188448796,1.2140844e7,41408.08950712542,143.45899987220764
3.058465062156684,0.592587890052694,1.2139547e7,41401.93104771775,144.75699996948242
3.03472810219057,0.5875131101185916,1.21391e7,41395.895247385655,145.88899993896484
3.0113982340213004,0.5813174608385594,1.2138682e7,41390.096624239704,147.2079999446869
2.9883531371694074,0.5765564470625208,1.2138841e7,41384.28903293218,148.25699996948242
2.965802907221415,0.5719387927127735,1.2137524e7,41378.62384633439,149.60399985313416
2.9435577027024333,0.5659021316692452,1.2137104e7,41372.9075074848,150.6859998703003
2.9214697765023008,0.5626337058420627,1.2136477e7,41367.14494872747,151.9869999885559
2.8995719263426154,0.5605994970676941,1.2135886e7,41361.3748217077,153.0149998664856
2.8781324524632614,0.5556660885531151,1.213515e7,41355.86530348717,154.3659999370575
2.856769972742624,0.5517975393687499,1.2134221e7,41350.60563201736,155.4869999885559
2.835835807732874,0.5469167767065468,1.213388e7,41345.62628061259,156.82599997520447
2.81523772051699,0.5410977833079487,1.2133223e7,41340.99056997456,157.97399997711182
2.7952020503482893,0.5351097557668583,1.213303e7,41336.032076149,159.231999874115
2.7752397374500966,0.5289030679827865,1.2132062e7,41331.190793856236,160.37099981307983
2.7556031713875924,0.5231235631696568,1.2131727e7,41326.35589852694,161.74599981307983
2.736098230155642,0.5183766116463393,1.2131653e7,41321.48657004258,162.8019998073578
2.716796542678833,0.5146125694748092,1.213055e7,41316.69570810666,164.18700003623962
2.6978816737878524,0.5099941320812272,1.2130123e7,41312.03576573063,165.27999997138977
2.6792682016246916,0.5044066693745091,1.2129809e7,41307.55185336905,166.56299996376038
2.6608706129938837,0.49974228777545193,1.2128815e7,41303.201190122934,167.65199995040894
2.6427029403614526,0.4948450424519276,1.2128269e7,41298.68966478907,168.8949999809265
2.624784900299453,0.48987953355723446,1.2127894e7,41294.35294788529,169.94400000572205
2.6069613964980927,0.4857031048343536,1.2127249e7,41290.02397846908,171.2059998512268
2.5894992449514853,0.4808575543954714,1.2126967e7,41285.867271173134,172.34099984169006
2.572218350642599,0.4764385150132783,1.2126659e7,41281.699161369535,173.57999992370605
2.55525723744437,0.47175147332220724,1.2126376e7,41277.60879800819,174.67599987983704
2.53817481206765,0.4679896417816398,1.2125276e7,41273.599472122325,175.92599987983704
2.5214209806300376,0.4651095702219894,1.2124585e7,41269.37034728147,176.8069999217987
2.505230735369803,0.46004521575111434,1.2124087e7,41265.49479455423,177.84799981117249
2.4890712555543444,0.4567384589256253,1.2123353e7,41261.82895685657,178.77499985694885
2.4728872644371376,0.45462613430302323,1.2124103e7,41257.908183149586,179.84799981117249
2.4571225078120458,0.45139714147263066,1.2123119e7,41254.12324067872,180.70199990272522
2.4414469064994955,0.4484224614373378,1.2122611e7,41250.45169409927,181.72499990463257
2.4259041273520103,0.4463142032988965,1.2122599e7,41246.86133780476,182.61699986457825
2.41075046944737,0.4433106791339424,1.2121915e7,41243.30471635893,183.72299981117249
2.395671978643821,0.4406057277233498,1.2121015e7,41239.81973879671,184.63699984550476
