res,H_norm_0,H_norm_1,time
13.993707253605082,1.2229894e7,46691.8929096017,5.898999929428101
7.206759560878518,1.2216623e7,44986.3002622697,7.4690001010894775
5.267238313186869,1.2193111e7,43720.009416974564,9.339999914169312
4.158275891264304,1.2172742e7,43082.75686651981,12.071000099182129
3.436507953669666,1.2153992e7,42668.103231624045,14.33899998664856
2.930203216385298,1.2137668e7,42363.952937051865,15.98200011253357
2.5513568393117723,1.2121863e7,42133.884212122684,17.615000009536743
2.255262391233837,1.2108813e7,41954.36215934692,19.37000012397766
2.019386423706314,1.2096673e7,41812.63870541869,21.588000059127808
1.825984936728064,1.2085508e7,41697.52179221901,23.01099991798401
1.6639703942889268,1.2075471e7,41600.65722519254,24.973000049591064
1.527078003561601,1.2065539e7,41519.67648569715,26.443000078201294
1.409157203732068,1.2057037e7,41449.735357707126,27.7739999294281
1.307950812264611,1.2048359e7,41391.28258573576,29.128999948501587
1.2184169359807762,1.2040322e7,41340.97562277052,30.542999982833862
1.1398286012549286,1.2031856e7,41296.8193690736,31.890000104904175
1.0695167203622167,1.2024538e7,41258.06648613145,33.26600003242493
1.0067826296387434,1.2016099e7,41224.65416182017,34.71300005912781
0.9492626904200827,1.2009202e7,41195.38395254795,36.09599995613098
0.8963817621526448,1.2000976e7,41167.92158634041,37.66700005531311
0.8493422131021611,1.1993578e7,41143.52319004218,39.00600004196167
0.8063258377515213,1.1985956e7,41121.35300391508,40.361000061035156
0.7669164845102194,1.19787e7,41100.89974498943,41.71600008010864
0.730572518163497,1.1972016e7,41082.316696081216,43.29200005531311
0.6970998251161956,1.1964616e7,41065.62895902837,44.674999952316284
0.6657529209167438,1.1957419e7,41050.746815136554,46.02999997138977
0.6365279369995799,1.195056e7,41036.617817693754,47.426000118255615
0.6095618667298096,1.1942758e7,41023.36808720782,49.02900004386902
0.5845129875576311,1.193498e7,41010.93354321287,50.23099994659424
0.5610977490988528,1.1927569e7,40999.32070180918,52.075000047683716
